X,Y,OBJECTID,YINFO_ID,NAME,POINT_NM,MATERIAL,DPWT,ADR_KNM,CATEGORY,ID,OBS_CODE,OBS_POST_ID
127.7501111,34.58213889,S20053,F2032,돌산도,화태도 대횡간도사이 입표 부근,펄,-0.9~14,전라남도 여수시,0,193,DT_0016,여수
127.7563333,34.59111111,S20054,F2032,돌산도,작금마을 동측 입표 부근,펄,4.9~7.5,전라남도 여수시,0,194,DT_0016,여수
127.7523333,34.60816667,S20055,F2032,돌산도,밤섬 남측 해상,펄,4.5~10.7,전라남도 여수시,0,195,DT_0016,여수
126.3547778,37.47591667,S20056,F2032,돌산도,백포 간출여 주변 해상,펄,9.7~10.5,전라남도 여수시,0,196,DT_0016,여수
127.7926111,34.68688889,S20057,F2032,돌산도,죽도 부근 해상,펄,4.5~10.7,전라남도 여수시,0,197,DT_0016,여수
127.7859444,34.69483333,S20058,F2032,돌산도,내치도 부근 해상,펄,0.7~4.7,전라남도 여수시,0,198,DT_0016,여수
127.8583889,34.93930556,S20059,F2033,남해도 북부,와도부근 해상,"펄, 조개껍질",3.3~8.5,경상남도 남해군,0,199,DT_0016,여수
127.8555,34.93330556,S20060,F2033,남해도 북부,차면리 방파제 북측 입표 부근,"펄, 조개껍질",3.3~8.5,경상남도 남해군,0,200,DT_0016,여수
127.8267778,34.90427778,S20061,F2033,남해도 북부,난초섬 부근,암,3.3~8.5,경상남도 남해군,0,201,DT_0016,여수
127.7994444,34.84233333,S20062,F2033,남해도 북부,남상리 앞바다,암,21.7~22.4,경상남도 남해군,0,202,DT_0016,여수
127.8026389,34.82361111,S20063,F2033,남해도 북부,작장리 앞바다,암,13.4~17.5,경상남도 남해군,0,203,DT_0016,여수
127.8115278,34.80919444,S20064,F2033,남해도 북부,서상리 앞바다,암,13.0~17.6,경상남도 남해군,0,204,DT_0016,여수
127.8971944,34.95086111,S20065,F2033,남해도 북부,노량수도,"펄, 모래",17.5~23.2,경상남도 남해군,0,205,DT_0016,여수
127.9158333,34.94566667,S20066,F2033,남해도 북부,왕지마을 앞바다,"펄, 모래",1.2~10.9,경상남도 남해군,0,206,DT_0016,여수
127.93775,34.92075,S20067,F2033,남해도 북부,상돈도 장도 사이 해상,"펄, 조개껍질",2.3~3.7,경상남도 남해군,0,207,DT_0016,여수
128.01075,34.83411111,S20068,F2034,남해도 동부·신수도·창선도,지족리 앞바다,암,0.4~1.5,경상남도 남해군,0,208,DT_0016,여수
128.0158333,34.92433333,S20069,F2034,남해도 동부·신수도·창선도,후박 방파제 앞 해상,"펄, 모래",6.4~11.7,경상남도 남해군,0,209,DT_0016,여수
127.9973056,34.91580556,S20070,F2034,남해도 동부·신수도·창선도,벽재마을 앞 입표부근 해상,암,3.5~16.4,경상남도 남해군,0,210,DT_0016,여수
128.0229444,34.83538889,S20071,F2034,남해도 동부·신수도·창선도,증초 부근 해상,암,0.2~3.1,경상남도 남해군,0,211,DT_0016,여수
128.0678333,34.86044444,S20072,F2034,남해도 동부·신수도·창선도,적량마을 앞 해상,암,3.5~16.4,경상남도 남해군,0,212,DT_0016,여수
128.0496667,34.90802778,S20073,F2034,남해도 동부·신수도·창선도,송도 부근 해상,암,5.2~14.5,경상남도 남해군,0,213,DT_0016,여수
127.85975,34.71625,S20074,F2035,남해도 남부,항도 앞바다,암,22.6~27.3,경상남도 남해군,0,214,DT_0016,여수
127.9035556,34.71713889,S20075,F2035,남해도 남부,가천마을 앞바다,암,21.9~24.0,경상남도 남해군,0,215,DT_0016,여수
128.0426944,34.69386111,S20076,F2035,남해도 남부,조도부근 해상,"모래, 조개껍질",22.6~24.3,경상남도 남해군,0,216,DT_0016,여수
125.6803889,37.62858333,S20077,F2036,두미도,청석골,펄,5.0~16.1,경상남도 통영시,0,217,DT_0014,통영
128.2040556,34.69466667,S20078,F2036,두미도,남구마을 남측 해상,펄,5.4~10.0,경상남도 통영시,0,218,DT_0014,통영
128.1843056,34.71113889,S20079,F2036,두미도,북구마을 앞 해상,펄,60,경상남도 통영시,0,219,DT_0014,통영
128.1778611,34.71213889,S20080,F2036,두미도,고운마을 앞 해상,펄,60,경상남도 통영시,0,220,DT_0014,통영
128.6355833,35.01883333,S20081,F2037,칠천도·가조도,수야방도 서측 해상,펄,7.0~10.2,경상남도 거제시,0,221,DT_0029,거제도
128.6279722,34.9735,S20082,F2037,칠천도·가조도,슬응도 부근 해상,"펄, 조개껍질",11.6~13.8,경상남도 거제시,0,222,DT_0029,거제도
128.6442222,34.97561111,S20083,F2037,칠천도·가조도,장안서 부근 해상,"펄, 조개껍질",2.7~13.9,경상남도 거제시,0,223,DT_0029,거제도
128.6238056,35.00583333,S20084,F2037,칠천도·가조도,황덕도 부근 해상,펄,6.0~13,경상남도 거제시,0,224,DT_0029,거제도
128.5011944,34.95972222,S20085,F2037,칠천도·가조도,돌끝여 부근 해상,펄,15.4~18.4,경상남도 거제시,0,225,DT_0029,거제도
128.5060556,34.968,S20086,F2037,칠천도·가조도,마당서 부근 해상,펄,15.3~16.7,경상남도 거제시,0,226,DT_0029,거제도
128.5048889,34.95022222,S20087,F2037,칠천도·가조도,만금여 부근 해상,펄,12.6~15.3,경상남도 거제시,0,227,DT_0029,거제도
128.4909722,34.73038889,S20088,F2038,한산도·용초도,용머리 부근 해상,모래,20.0~22.0,부산광역시 강서구,0,228,DT_0005,부산
128.5009722,34.73294444,S20089,F2038,한산도·용초도,호두마을 남측 해상,"펄, 모래",15.0~16.8,부산광역시 강서구,0,229,DT_0005,부산
128.5189167,34.72947222,S20090,F2038,한산도·용초도,죽도부근 해상,"펄, 모래",10.0~15.1,부산광역시 강서구,0,230,DT_0005,부산
128.4959444,34.75969444,S20091,F2038,한산도·용초도,의암마을 앞바다,"펄, 조개껍질",8.3~10.0,부산광역시 강서구,0,231,DT_0005,부산
128.8430278,35.02113889,S20092,F2039,가덕도,대항새바지에서 누릉여 사이 해상,암,10.0~11.6,부산광역시 강서구,0,232,DT_0063,가덕도
128.8528611,35.05011111,S20093,F2039,가덕도,동선새바지에서 기도원 사이 해상,암,5.0~6.6,부산광역시 강서구,0,233,DT_0005,부산
129.0916389,35.03802778,S20094,F2040,영도,생도 부근,암,4.1~4.9,부산광역시 영도구,0,234,DT_0005,부산
130.8541111,37.54297222,S20095,F2041,울릉도,코끼리 바위 부근 해상,암,14.2~22.5,경상북도 울릉군,0,235,DT_0013,울릉도
130.8464722,37.45672222,S20096,F2041,울릉도,남양항 부근 해상,암,14.2~22.5,경상북도 울릉군,0,236,DT_0013,울릉도
126.2955556,33.94858333,S20097,F2042,추자도,상추자도 남측 입표 부근,암,18.2~23.0,제주특별자치도 제주시,0,237,DT_0021,추자도
126.3140278,33.93791667,S20098,F2042,추자도,섬도 남측 해상,암,14.2~18.7,제주특별자치도 제주시,0,238,DT_0021,추자도
126.2863056,33.96925,S20099,F2042,추자도,다무레미 북측 해상,암,12.8~16.2,제주특별자치도 제주시,0,239,DT_0021,추자도
126.2845833,33.96263889,S20100,F2042,추자도,다무레미 남측 해상,암,9.3~19.6,제주특별자치도 제주시,0,240,DT_0021,추자도
126.6651944,33.55261111,S20101,F2045,제주도 북부,함덕 서우봉해변 앞 해상,암,6.8~10.0,제주특별자치도 제주시,0,241,DT_0004,제주
126.7017222,33.56011111,S20102,F2045,제주도 북부,달서 등대부근 해상,"펄, 모래",5.5~8.0,제주특별자치도 제주시,0,242,DT_0004,제주
126.7751389,33.57663889,S20103,F2046,제주도 북동부·우도,김녕리 앞 해상,암,15.4~20.5,제주특별자치도 제주시,0,243,DT_0004,제주
126.9330833,33.52430556,S20104,F2046,제주도 북동부·우도,반다여 부근,암,7.7~10.0,제주특별자치도 제주시,0,244,DT_0004,제주
126.9219167,33.50816667,S20105,F2046,제주도 북동부·우도,종달리 포구 앞 해상,암,11.7~16.9,제주특별자치도 제주시,0,245,DT_0004,제주
126.9413056,33.48547222,S20106,F2046,제주도 북동부·우도,천진항 앞 해상,암,12.0~12.4,제주특별자치도 제주시,0,246,DT_0004,제주
126.9345833,33.50130556,S20107,F2046,제주도 북동부·우도,산호샤홍조단괴해수욕장 앞 해상,암,7.9~13.3,제주특별자치도 제주시,0,247,DT_0004,제주
126.9471667,33.52986111,S20108,F2046,제주도 북동부·우도,독진곶 앞 해상,암,27.0~44.9,제주특별자치도 제주시,0,248,DT_0004,제주
126.9704167,33.52358333,S20109,F2046,제주도 북동부·우도,비양도 북측해상,암,22.0~30.0,제주특별자치도 제주시,0,249,DT_0004,제주
126.9521389,33.45580556,S20110,F2047,제주도 동부,성산일출봉 앞 해상,고운모래,22.0~48.0,제주특별자치도 서귀포시,0,250,DT_0022,성산포
126.9178889,33.39547222,S20111,F2047,제주도 동부,온평리 앞 해상,조개껍질,10.3~18.0,제주특별자치도 서귀포시,0,251,DT_0022,성산포
126.7402222,33.26661111,S20112,F2048,제주도 남동부,태흥리포구 앞 해상,고운모래,21.7~28.5,제주특별자치도 서귀포시,0,252,DT_0010,서귀포
126.7239722,33.27094444,S20113,F2048,제주도 남동부,비안포구 앞 해상,암,3.7~10.0,제주특별자치도 서귀포시,0,253,DT_0010,서귀포
126.5155556,33.22386111,S20114,F2049,제주도 남부,호도(범섬)부근 해상,암,32.0~38.0,제주특별자치도 서귀포시,0,254,DT_0010,서귀포
126.49375,33.22238889,S20115,F2049,제주도 남부,강정포구 앞 노란부표 부근,암,14.6~18.0,제주특별자치도 서귀포시,0,255,DT_0010,서귀포
126.4755,33.2195,S20116,F2049,제주도 남부,강정포구 앞 입표 부근,암,14.6~18.0,제주특별자치도 서귀포시,0,256,DT_0010,서귀포
126.28675,33.17433333,S20117,F2050,제주도 남서부·가파도·마라도,광포란 부근 해상,암,12.2~18.9,제주특별자치도 서귀포시,0,257,DT_0010,서귀포
126.3099722,33.21266667,S20118,F2050,제주도 남서부·가파도·마라도,형제도 부근 해상,암,4.2~9.5,제주특별자치도 서귀포시,0,258,DT_0010,서귀포
125.1956269,34.67288194,S30001,F3001,홍도,방구서 부근,암,3.5~4.7,전라남도 신안군,0,259,DT_0028,진도
125.1786072,34.66551889,S30002,F3001,홍도,제비여 부근,암,17.5~19,전라남도 신안군,0,260,DT_0028,진도
125.1758678,34.67272139,S30003,F3001,홍도,상연서 부근,암,23.5~33,전라남도 신안군,0,261,DT_0028,진도
125.18951,34.69505389,S30004,F3001,홍도,거북바위 인근,암,28~31,전라남도 신안군,0,262,DT_0028,진도
125.1864656,34.71596083,S30005,F3001,홍도,장도 부근,암,23~27,전라남도 신안군,0,263,DT_0028,진도
125.1929983,34.7238825,S30006,F3001,홍도,모도 부근,암,4.1~7.2,전라남도 신안군,0,264,DT_0028,진도
125.2153308,34.69644639,S30007,F3001,홍도,공작새바위 인근,암,26~31,전라남도 신안군,0,265,DT_0028,진도
125.2090475,34.68250722,S30008,F3001,홍도,흥어굴 인근,"펄,모래,조개껍질",5.5~9.4,전라남도 신안군,0,266,DT_0028,진도
125.4760003,34.22186389,S30009,F3002,만재도,백서 남측 선상,암,37~44,전라남도 신안군,0,267,DT_0028,진도
125.4863686,34.21336056,S30010,F3002,만재도,만재도 북동측 선상,암,28~37,전라남도 신안군,0,268,DT_0028,진도
125.4900686,34.21085028,S30011,F3002,만재도,국도 북측 선상,암,25~28,전라남도 신안군,0,269,DT_0028,진도
125.4854422,34.2050075,S30012,F3002,만재도,만재도 동측 선상,암,12~20,전라남도 신안군,0,270,DT_0028,진도
125.4755072,34.20311306,S30013,F3002,만재도,만재도 남측 선상,암,20.5~22,전라남도 신안군,0,271,DT_0028,진도
125.4626072,34.21003111,S30014,F3002,만재도,외마도 남측 선상,암,20.5~27,전라남도 신안군,0,272,DT_0028,진도
125.4648278,34.21330833,S30015,F3002,만재도,만재도 서측 선상,암,10.5~14,전라남도 신안군,0,273,DT_0028,진도
125.9435672,34.246265,S30016,F3005,거차수도 부근,동거차 선착장 해상,암,12.6~19.5,전라남도 진도군,0,274,DT_0028,진도
125.9302631,34.22714333,S30017,F3005,거차수도 부근,동거차 해수욕장 해상,암,23~24.5,전라남도 진도군,0,275,DT_0028,진도
125.8656383,34.21510833,S30018,F3005,거차수도 부근,명도 부근 해상,암,23.5~28.5,전라남도 진도군,0,276,DT_0028,진도
125.8416214,34.21589917,S30019,F3005,거차수도 부근,새여 부근 해상,암,21.5~29.5,전라남도 진도군,0,277,DT_0028,진도
126.0947228,34.26646833,S30020,F3006,독거군도 부근,죽항 송도 해상,"자갈, 조개껍질",13.4~17.7,전라남도 진도군,0,278,DT_0028,진도
126.1406786,34.26771917,S30021,F3006,독거군도 부근,슬도 북쪽 해상,암,23~28.5,전라남도 진도군,0,279,DT_0028,진도
126.151855,34.25653556,S30022,F3006,독거군도 부근,소슬도 해상,암,22.5~23,전라남도 진도군,0,280,DT_0028,진도
126.1890356,34.25067167,S30023,F3006,독거군도 부근,독거 동쪽 선창 해상,펄,27~29,전라남도 진도군,0,281,DT_0028,진도
126.1689344,34.26516222,S30024,F3006,독거군도 부근,구도 해상,암,26~27,전라남도 진도군,0,282,DT_0028,진도
126.1559367,34.22761083,S30025,F3006,독거군도 부근,초도앞 해상,암,14.9~17.5,전라남도 진도군,0,283,DT_0028,진도
126.1687439,34.22862167,S30026,F3006,독거군도 부근,간암여 해상,암,23.5~29,전라남도 진도군,0,284,DT_0028,진도
126.1725606,34.22516278,S30027,F3006,독거군도 부근,제주섬 해상,암,27.5~29,전라남도 진도군,0,285,DT_0028,진도
126.3305025,34.01715278,S30028,F3007,추자군도,횡간도 북측 해상,암,40~46,제주특별자치도 제주시,0,286,DT_0021,추자도
126.3545483,34.00794139,S30029,F3007,추자군도,곽도 앞 해상,암,7.6~16.1,제주특별자치도 제주시,0,287,DT_0021,추자도
126.3629803,33.99925583,S30030,F3007,추자군도,가인서 앞 해상,암,25~29,제주특별자치도 제주시,0,288,DT_0021,추자도
126.340775,33.98687972,S30031,F3007,추자군도,흑검도 앞 해상,암,8~26,제주특별자치도 제주시,0,289,DT_0021,추자도
126.3409886,33.96814778,S30032,F3007,추자군도,하추자도 북측 해상,"암, 자갈",31~32,제주특별자치도 제주시,0,290,DT_0021,추자도
126.3614022,33.95434278,S30033,F3007,추자군도,하추자도 동측 해상,"모래, 조개껍질",29~32,제주특별자치도 제주시,0,291,DT_0021,추자도
126.3290642,33.92188222,S30034,F3007,추자군도,하추자도와 청도 사이,암,20.2~21,제주특별자치도 제주시,0,292,DT_0021,추자도
126.2991586,33.94349417,S30035,F3007,추자군도,묵리 마을 앞 해상,암,16~38,제주특별자치도 제주시,0,293,DT_0021,추자도
126.3103517,33.95847222,S30036,F3007,추자군도,추자교 앞 해상,"모래, 펄",12.1~14.6,제주특별자치도 제주시,0,294,DT_0021,추자도
126.3063825,33.96969528,S30037,F3007,추자군도,추자항 북측 해상,암,22.5~28,제주특별자치도 제주시,0,295,DT_0021,추자도
126.2880972,33.97038694,S30038,F3007,추자군도,대서리 인근 해상,암,28.5~29.5,제주특별자치도 제주시,0,296,DT_0021,추자도
126.2573533,33.97515222,S30039,F3007,추자군도,상추자도와 직구도 사이,"모래, 펄",43~45,제주특별자치도 제주시,0,297,DT_0021,추자도
127.5379303,34.62180917,S30040,F3014,낭도 부근,하과도 남측 해상,암,6.3~6.8,전라남도 고흥군,0,298,DT_0026,고흥발포
127.5539778,34.62227722,S30041,F3014,낭도 부근,홍도 남측 해상,"펄, 조개껍질",8.3~12.8,전라남도 고흥군,0,299,DT_0026,고흥발포
127.540795,34.59442556,S30042,F3014,낭도 부근,목도 해상,암,7.1~9.1,전라남도 고흥군,0,300,DT_0026,고흥발포
127.5576089,34.60058194,S30043,F3014,낭도 부근,추도 북측 해상,암,3~3.9,전라남도 고흥군,0,301,DT_0026,고흥발포
127.5935761,34.59527944,S30044,F3014,낭도 부근,상화도 서측 해상,암,8.5~29,전라남도 고흥군,0,302,DT_0026,고흥발포
127.6055097,34.59204278,S30045,F3014,낭도 부근,장구도 동측 해상,암,4.7~23,전라남도 고흥군,0,303,DT_0026,고흥발포
127.8561828,34.72932694,S30046,F3016,여수엑스포 부근,향촌마을 부근,암,19.5~28,전라남도 여수시,0,304,DT_0016,여수
127.7959981,34.68761083,S30047,F3016,여수엑스포 부근,죽도 인근 해상,펄,10.6~15.7,전라남도 여수시,0,305,DT_0016,여수
127.7049028,34.89472222,S30048,F3017,광양만 부근,여수대교 부근,암,9.7~13,전라남도 광양시,0,306,DT_0049,광양
127.7782353,34.9446325,S30049,F3017,광양만 부근,마도 부근,"펄,모래",0.4~2.0,전라남도 광양시,0,307,DT_0049,광양
127.0637508,34.19380861,S30050,F3018,황제도,알매섬 해상,암,22~30,전라남도 완도군,0,308,DT_0027,완도
127.0891417,34.18997806,S30051,F3018,황제도,맞담 해상,"모래, 조개껍질",15.2~16,전라남도 완도군,0,309,DT_0027,완도
127.1402044,34.21774389,S30052,F3018,황제도,흰여 해상,펄,17.2~28,전라남도 완도군,0,310,DT_0027,완도
127.1412392,34.20340139,S30053,F3018,황제도,대마도 해상,암,23~27,전라남도 완도군,0,311,DT_0027,완도
127.1523456,34.20245944,S30054,F3018,황제도,소마도 해상,암,22~26,전라남도 완도군,0,312,DT_0027,완도
127.1906136,34.21457444,S30055,F3018,황제도,원도 해상,펄,28.5~41,전라남도 완도군,0,313,DT_0027,완도
127.3568578,34.29105361,S30056,F3019,손죽열도 부근,손죽 방파제 해상,펄,2.8~6.3,전라남도 여수시,0,314,DT_0016,여수
127.3866897,34.29780611,S30057,F3019,손죽열도 부근,잔거리 동쪽 해상,암,15.3~20.6,전라남도 여수시,0,315,DT_0016,여수
127.397645,34.29973417,S30058,F3019,손죽열도 부근,소거문도 북쪽 해상,암,9.9~20.6,전라남도 여수시,0,316,DT_0016,여수
127.4063517,34.28257111,S30059,F3019,손죽열도 부근,소거문도 동쪽 해상,펄,19.5~20.3,전라남도 여수시,0,317,DT_0016,여수
127.4459978,34.25531278,S30060,F3020,간수제도,소평도 해상,펄,12.6~29.5,전라남도 여수시,0,318,DT_0016,여수
127.4663047,34.23435667,S30061,F3020,간수제도,갈퀴섬 해상,"펄, 모래",14.8~29.5,전라남도 여수시,0,319,DT_0016,여수
